Event_ID,Relationship,Personal_ID,Notes
3392,Godmother,8777,
3392,Baptized,8956,
3393,Priest,3196,
3393,Godfather,8841,
3393,Baptized,8957,
3394,Priest,3196,
3394,Godmother,8774,
3394,Baptized,8958,
3395,Priest,3196,
3395,Baptized,8959,
3395,Godmother,8960,
3396,Priest,3196,
3396,Godmother,8777,
3396,Baptized,8961,
3396,Father,8962,
3396,Mother,8963,
3397,Priest,3196,
3397,Godmother,8774,
3397,Baptized,8964,
3397,Father,8965,
3397,Mother,8966,
3398,Priest,3196,
3398,Father,6648,
3398,Mother,8781,
3398,Baptized,8967,
3398,Godfather,8968,
3399,Priest,3196,
3399,Deceased,8789,
3400,Priest,3196,
3400,Deceased,8777,
3401,Priest,3196,
3401,Deceased,8969,
3402,Priest,3196,
3402,Deceased,8970,
3403,Priest,3196,
3403,Deceased,8971,
3405,Priest,3196,
3405,Deceased,8861,
3406,Priest,3196,
3406,Stepfather of Deceased,8779,
3406,Deceased,8972,
3407,Priest,3196,
3407,Deceased,8973,
3407,Husband of Deceased,8974,
3408,Priest,3196,
3408,Wife of Deceased,8973,
3408,Deceased,8974,
3409,Priest,3196,
3409,Deceased,8975,
3410,Priest,3196,
3410,Wife of Deceased,8774,
3410,Deceased,8798,
3411,Priest,3196,
3411,Godmother,8781,
3411,Baptized,8976,
3411,Father,8977,
3411,Mother,8978,
3412,Priest,3196,
3412,Baptized,8979,
3412,Father,8980,
3412,Mother,8981,
3412,Godfather,8982,
3412,Godmother,8983,
3413,Priest,3196,
3413,Father,8798,
3413,Baptized,8984,
3414,Priest,8985,
3414,Baptized,8986,
3414,Godfather,8987,
3415,Priest,3196,
3415,Baptized,8988,
3415,Father,8990,
3415,Mother,8991,
3415,Godmother,8992,
3416,Priest,3196,
3416,Baptized,8989,
3416,Father,8990,
3416,Mother,8991,
3416,Godmother,8992,
3417,Priest,3196,
3417,Mother,8915,
3417,Baptized,8993,
3417,Father,8994,
3417,Godmother,8995,
3418,Priest,3196,
3418,Godmother,8996,
3418,Baptized,8997,
3419,Priest,3196,
3419,Godmother,8774,
3419,Father,8965,
3419,Mother,8966,
3419,Baptized,8998,
3420,Priest,3196,
3420,Mother,8915,
3420,Father,8994,
3420,Baptized,9000,
3420,Godfather,9001,
3421,Priest,3196,
3421,Baptized,9002,
3421,Father,9003,
3421,Godfather,9004,
3422,Priest,3196,
3422,Godfather,8903,
3422,Baptized,9005,
3422,Father,9006,
3422,Mother,9007,
3423,Priest,3196,
3423,Godmother,8941,
3423,Baptized,9008,
3423,Mother,9009,
3424,Priest,3196,
3424,Godfather,6212,
3424,Godmother,6213,
3424,Baptized,9010,
3424,Father,9011,
3424,Mother,9012,
3425,Priest,3196,
3425,Baptized,9014,
3425,Father,9015,
3425,Mother,9016,
3425,Godfather,9017,
3425,Godmother,9018,
3426,Priest,3196,
3426,Godfather,6212,
3426,Godmother,8790,
3426,Father,9015,
3426,Mother,9016,
3426,Baptized,9019,
3427,Priest,1543,
3427,Baptized,9024,
3427,Godfather,9026,
3427,Godmother,9027,
3427,Mother,9108,
3427,Father,9109,
3428,"Priest , Recording",1543,
3428,Godfather,2613,
3428,"Priest,, Officiating",4860,
3428,Baptized,9030,
3428,Mother,9031,
3430,Priest,2557,
3430,Deceased,9034,
3431,Priest,2557,
3431,Deceased,9035,
3432,Priest,2557,
3432,Deceased,9036,
3433,Priest,4813,
3433,Baptized,9037,
3433,Father,9038,
3433,Mother,9039,
3433,Godfather,9041,
3434,Priest,2557,
3434,Deceased,9040,
3435,Priest,3351,
3435,Deceased,9042,
3436,Priest,3351,
3436,Deceased,9043,
3436,Wife of Deceased,9044,
3437,Deceased,3158,
3437,Wife of Deceased,3159,
3437,Priest,3351,
3438,Priest,3351,
3438,Deceased,9046,
3438,Wife of Deceased,9049,
3439,Priest,3351,
3439,Deceased,9047,
3439,Husband of Deceased,9048,
3440,Priest,3351,
3440,Deceased,9050,
3440,Husband of Deceased,9051,
3441,Priest,3351,
3441,Deceased,9052,
3442,Priest,3351,
3442,Deceased,9053,
3442,Mother of deceased,9054,
3442,Father of deceased,9055,
3443,Priest,3351,
3443,Deceased,9056,
3443,Mother of deceased,9057,
3443,Father of deceased,9058,
3444,Priest,3351,
3444,Deceased,9059,
3444,Mother of deceased,9060,
3444,Father of deceased,9061,
3445,Priest,3351,
3445,Deceased,9062,
3446,Priest,3351,
3446,Deceased,9063,
3447,Priest,3351,
3447,Deceased,9064,
3447,Wife of Deceased,9065,
3448,Priest,3351,
3448,Deceased,9066,
3449,Priest,3351,
3449,Deceased,9067,
3450,Priest,3351,
3450,Deceased,9068,
3450,Husband of Deceased,9069,
3451,Priest,3351,
3451,Deceased,9070,
3451,Husband of Deceased,9071,
3452,Priest,3351,
3452,Deceased,9072,
3453,Priest,2557,
3453,Deceased,9073,
3454,Priest,2557,
3454,Deceased,9074,
3455,Priest,2557,
3455,Deceased,9075,
3456,Priest,2557,
3456,Deceased,9076,
3457,Priest,2557,
3457,Deceased,9077,
3457,Wife of Deceased,9078,
3458,Priest,2557,
3458,Deceased,9079,
3459,Priest,2557,
3459,Deceased,9080,
3460,Priest,2557,
3460,Deceased,9081,
3461,Priest,3196,
3461,Deceased,9082,
3462,Priest,3196,
3462,Deceased,9083,
3463,Priest,3196,
3463,Deceased,9084,
3464,Priest,3196,
3464,Godfather,8789,
3464,Baptized,9086,
3465,Priest,3196,
3465,Godfather,8789,
3465,Baptized,9085,
3466,Priest,3196,
3466,Father,9006,
3466,Mother,9007,
3466,Baptized,9087,
3466,Godmother,9088,
3467,Cemetery Authority,2616,
3467,Priest,4463,
3467,Deceased,9089,
3467,Wife of Deceased,9090,
3467,Deceased,9091,
3467,Deceased,9092,
3467,Father of Deceased,9093,
3467,Mother of Deceased,9094,
3467,Informant,9095,
3467,Patrón of the informant,9096,
3468,Priest,3196,
3468,Deceased,9097,
3469,Priest,3196,
3469,Deceased,9098,
3470,Priest,3196,
3470,Deceased,8893,
3470,Husband of Deceased,9099,
3471,Priest,3196,
3471,Mother,9100,
3471,Husband of Deceased,9101,
3472,Priest,3196,
3472,Husband of Deceased,9101,
3472,Deceased,9102,
3473,Priest,3196,
3473,Deceased,9103,
3473,Father of Deceased,9104,
3474,Priest,3196,
3474,Deceased,9105,
3475,Priest,1543,
3475,Baptized,9106,
3475,Father,9107,
3475,,9110,
3475,Godmother,9112,
3475,Baptized,11383,
3476,Priest,3196,
3476,Deceased,9111,
3477,Deceased,8903,
3478,Priest,3196,
3478,Deceased,8296,
3478,Father,9740,
3479,Priest,1543,
3479,Godfather,2059,
3479,Godmother,2060,
3479,Baptized,9114,
3479,Father,9116,
3479,Mother,9120,
3480,Priest,3196,
3480,Deceased,9113,
3481,Priest,3196,
3481,Deceased,9115,
3482,Priest,3196,
3482,Deceased,9117,
3482,Husband of Deceased,9118,
3483,Priest,3196,
3483,Husband of Deceased,9119,
3483,Deceased,9121,
3484,Priest,3196,
3484,Deceased,8952,
3485,Godfather,3426,
3485,Godmother,3427,
3485,Baptized,9123,
3486,Priest,3196,
3486,Godfather,8903,
3486,Father,8952,
3486,Baptized,9122,
3486,Mother,9124,
3487,Priest,3196,
3487,Mother,8781,
3487,Father,8952,
3487,Godmother,9012,
3487,Baptized,9126,
3488,Priest,1543,
3488,Father,7307,
3488,Baptized,9128,
3488,Mother,9130,
3488,Godfather,9134,
3489,Priest,3196,
3489,Father,9101,
3489,Mother,9102,
3489,Baptized,9127,
3489,Godmother,9129,
3490,Priest,3196,
3490,Godmother,9129,
3490,Baptized,9131,
3490,Father,9132,
3490,Mother,9133,
3491,Priest,1543,
3491,Baptized,9135,
3491,Father,9136,
3491,Mother,9137,
3491,,9138,
3492,Priest,1543,
3492,Baptized,9139,
3492,Father,9140,
3492,Mother,9141,
3492,Godmother,9142,
3493,Priest,4463,
3493,Deceased,9143,
3493,Wife of Deceased,9144,
3493,Hunting companion of Deceased,9145,
3493,Father of the hunting companion,9146,
3494,Priest,3196,
3494,Deceased,9147,
3495,Priest,3196,
3495,Deceased,9148,
3496,Priest,3196,
3496,Deceased,9149,
3496,Husband of Deceased,9150,
3497,Priest,3196,
3497,Deceased,9151,
3498,Priest,3196,
3498,Deceased,9152,
3499,Priest,3196,
3499,Mother of Deceased,3202,
3499,Father of Deceased,3342,
3499,Deceased,9153,
3500,Priest,81,
3500,Mother,3614,
3500,Baptized,9154,
3500,Father,9155,
3501,Mother,349,
3501,Godfather,3339,
3501,Priest,3340,
3501,Baptized,3422,
3501,Father,3532,
3501,Godmother,9157,
3502,Priest,3074,
3502,Deceased,3532,
3502,Wife of Deceased,9208,
3503,Priest,3074,
3503,Deceased,9158,
3503,Husband of Deceased,9159,
3504,Priest,3074,
3504,Mother of Deceased,3343,
3504,Father of Deceased,3546,
3504,Deceased,9160,
3505,Priest,3074,
3505,Deceased,9161,
3506,Priest,3074,
3506,Deceased,9162,
3507,Priest,3074,
3507,Husband of Deceased,3259,
3507,Deceased,3550,
3508,Priest,3074,
3508,Deceased,9163,
3509,Priest,3196,
3509,Deceased,9164,
3509,"Father of Efigenia and Cayetana, the deceased",9165,
3509,Deceased,14779,
3509,Husband of the deceased Magdalena,14780,
3509,Deceased,14781,
3509,Deceased,14782,
3509,Deceased,14783,
3509,Deceased,14784,
3509,Deceased,14785,
3509,Deceased,14786,
3509,Deceased,14787,
3509,Deceased,14788,
3509,Deceased,14789,
3509,Deceased,14790,
3510,Priest,3196,
3510,Husband of the deceased Juana,3209,
3510,Father of the deceased Juan Chamorro,3462,
3510,Deceased,9166,
3510,Deceased,14752,
3510,Deceased,14753,
3510,Deceased,14754,
3510,Deceased,14755,
3510,Deceased,14756,
3510,Deceased,14757,
3510,Deceased,14758,
3510,Deceased,14759,
3510,Deceased,14760,
3510,Deceased,14761,
3510,Deceased,14762,
3510,Deceased,14763,
3510,Deceased,14764,
3510,Deceased,14765,
3510,Deceased,14766,
3510,Deceased,14767,
3510,Deceased,14768,
3510,Deceased,14769,
3510,Deceased,14770,
3510,Deceased,14771,
3510,Deceased,14772,
3510,Deceased,14773,
3510,Deceased,14774,
3510,Deceased,14775,
3510,Deceased,14776,
3510,Deceased,14777,
3510,Deceased,14778,
3511,Priest,3196,
3511,Baptized,9167,
3511,Godmother,9168,
3512,Priest,3196,
3512,Godfather,8776,
3512,Baptized,9169,
3512,Father,9170,
3512,Mother,9171,
3513,Priest,3196,
3513,Godmother,8774,
3513,Baptized,9172,
3513,Father,9173,
3513,Mother,9174,
3514,Priest,3196,
3514,Baptized,9175,
3514,Father,9176,
3514,Mother,9177,
3514,Godmother,9178,
3515,Priest,3196,
3515,Baptized,9179,
3515,Father,9180,
3515,Mother,9181,
3515,Godmother,9182,
3516,Priest,3196,
3516,Baptized,9183,
3516,Father,9184,
3516,Mother,9185,
3516,Godmother,9186,
3517,Priest,3196,
3517,Godmother,8777,
3517,Baptized,9187,
3517,Father,9188,
3517,Mother,9189,
3518,Priest,3196,
3518,Godmother,8777,
3518,Baptized,9190,
3518,Father,9191,
3518,Mother,9192,
3519,Priest,3196,
3519,Godfather,8848,
3519,Baptized,9193,
3519,Father,9194,
3519,Mother,9195,
3520,Priest,3196,
3520,Baptized,9196,
3520,Father,9197,
3520,Mother,9198,
3520,Godmother,9199,
3521,Priest,3196,
3521,Baptized,9200,
3522,Priest,3196,
3522,Baptized,9201,
3523,Priest,3196,
3523,Baptized,9202,
3523,Father,9203,
3523,Mother,9204,
3523,Godmother,9205,
3524,Priest,3196,
3524,Baptized,9206,
3524,Godfather,9207,
3525,Deceased,7682,
3526,Father,975,
3526,Priest,3074,
3526,Mother,3242,
3526,Baptized,3247,
3526,Godfather,3462,
3526,Godmother,3783,
3527,Father,975,
3527,Priest,3074,
3527,Mother,3242,
3527,Baptized,3244,
3527,Godfather,9096,
3527,Godmother,9210,
3528,Father,975,
3528,Priest,3074,
3528,Mother,3242,
3528,Baptized,3245,
3528,Godfather,6657,
3528,Godmother,6658,
3529,Father,975,
3529,Priest,3074,
3529,Mother,3242,
3529,Baptized,3246,
3529,Godmother,3567,
3529,Godfather,9211,
3530,Priest,3074,
3530,Father,3283,
3530,Mother,3284,
3530,Baptized,3285,
3530,Godmother,9212,
3531,Priest,3074,
3531,Father,3274,
3531,Mother,3275,
3531,Baptized,3276,
3531,Godmother,6258,
3531,Godfather and baptizer,7150,
3532,Priest,3074,
3532,Mother,3291,
3532,Baptized,3296,
3532,Father,6738,
3533,Priest,3074,
3533,Mother,3291,
3533,Baptized,3294,
3533,Father,6738,
3533,Godfather,9213,
3533,Godmother,9214,
3534,Commander of the Spanish Troops,471,
3534,Commander of the Pima Warriers,7133,
3534,Pimas Killed,9215,"January 5, 1752 - The said Don Luis, with all his troops, charged with such force and fury and crushing hostility that it was necessary for us to go on the defensive against the enemy.  Forty-three of the enemy were left dead in their advance and the rest retreated to a hill.  We took one prisoner who plead with us not to kill him while, at the same time, he threw down his arms and headdress of feathers.  When he was brought forward, it was ordered that he be tied.  After he was secured he was placed with the other two [Indians] and left as a forward bulwark with the [enemy’s] horses that had been killed in the charge. When it got to be daylight the aforementioned Captain General Don Luis Oacpicagigua retreated with Don Luis, the auxiliary Captain of the village of Pitiquito in the Pimería Alta, Cipriano, the son of said Captain General Don Luis, and one other [Indian], who came in command of the said rebels.  Bernardo de Urrea (General Archive of the Indies, Guadalajara 419, 3M-20)"
3534,Auxillary commander,14907,
3534,Hijo del comandante,14908,
3535,Baptized,2156,
3535,Priest,3074,
3535,Godmother,3548,
3535,Godfather,6238,
3535,Baptized,9216,
3535,Mother,9217,
3536,Priest,3074,
3536,Baptized,9218,
3536,Father,9219,
3536,Mother,9220,
3536,Godmother,9221,
3537,Priest,3074,
3537,Mother,3291,
3537,Baptized,3295,
3537,Godfather,5713,
3537,Godmother,6230,
3616,Deceased,9394,
3617,Priest,3074,
3617,Deceased,9395,
3618,Priest,3074,
3618,Deceased,3491,
3619,Priest,3074,
3619,Father of Deceased,9245,
3619,Mother of Deceased,9246,
3619,Deceased,9396,
3620,Priest,3074,
3620,Deceased,9397,
3620,Father of Deceased,9398,
3620,Mother,9399,
3621,Priest,3074,
3621,Deceased,9400,
3622,Priest,3074,
3622,Husband of Deceased,3653,
3622,Deceased,6258,
3623,Priest,3786,
3623,Husband of Deceased,9161,
3623,Deceased,9401,
3624,Priest,3074,
3624,Deceased,9245,
3624,Wife of Deceased,9246,
3625,Priest,3074,
3625,Deceased,3559,
3626,Father of Deceased,3559,
3626,Mother of Deceased,3560,
3626,Deceased,9402,
3627,Priest,3074,
3627,Father of Deceased,5876,
3627,Mother of Deceased,5877,
3627,Deceased,9403,
3628,Godmother,1917,
3628,Priest,3074,
3628,Father,5876,
3628,Mother,5877,
3628,Godfather,6751,
3628,Baptized,9403,
3629,Priest,3074,
3629,Mother,3281,
3629,Father,3462,
3629,Baptized,9404,
3629,Godfather,9405,
3629,Godmother,9406,
3630,Priest,3074,
3630,Godfather,3791,
3630,Godmother,3793,
3630,Baptized,9407,
3630,Father,9408,
3630,Mother,9409,
3631,Priest,1543,
3631,Baptized,9410,
3631,Father,9411,
3631,Mother,9412,
3631,Godmother,9413,
3632,Godfather,1398,
3632,Priest,2714,
3632,Father,8675,
3632,Mother,8676,
3632,Godmother,8679,
3632,Baptized,9414,
3633,Priest,2724,
3633,Godfather,7212,
3633,,7213,
3633,Baptized,9416,
3633,Father,9417,
3633,Mother,9543,
3634,Priest,3804,
3634,Godfather,3881,
3634,Baptized,9423,
3634,Father,9424,
3634,Mother,9425,
3635,Father,3633,
3635,Priest,3658,
3635,Godfather,3930,
3635,Baptized,9418,
3635,Mother,9419,
3636,Priest,2714,
3636,Deceased,9420,
3636,Mother of deceased,9421,
3636,Father of deceased,9422,
3637,Priest,2580,
3637,Deceased,9426,
3638,Priest,2580,
3638,Deceased,5822,
3638,Wife of Deceased,9427,
3639,Husband of Godmother,2111,
3639,Godmother,2112,
3639,Priest,2714,
3639,Father of the Godmother,4841,
3639,Mother,5842,
3639,Father,5981,
3639,Baptized,9428,
3640,Priest,3804,
3640,Baptized,9429,
3640,Father,9430,
3640,Mother,9431,
3640,Godmother,9432,
3641,Priest,3196,
3641,Godmother,3480,Gracias Babitoaqui was the godmother for Catalina.
3641,Godmother,3614,Rosa Manuela Germán was the godmother for Manuel.
3641,Godmother,8280,Isabel was the godmother for Isabel Baahiuhbi.
3641,Godfather,9379,Francisco was the godfather for Domingo.
3641,Baptized,9433,
3641,Godfather,9434,Francisco was the godfather for María.
3641,Baptized,17315,
3641,Godfather,17316,Julian was the godfather for Teresa.
3641,Baptized,17317,
3641,Baptized,17318,
3641,Baptized,17319,
3641,Baptized,17321,
3641,Godfather,17322,Ignacio Bitinoca was the godfather for Marta.
3641,Baptized,17323,
3641,Godmother,17324,Margarita Jácome was the godmother for Ignacia Sairitujuzqui.
3641,Baptized,17325,"Magdalena Bocupumuhbi e Ignacio Mataporh got married during the same baptism ceremory at San Ignacio, both were from San Xavier del Bac."
3641,Godfather,17326,Juanico was the godfather for the following people: Magdalena Bocupumuhbi and Ignacio Mataporh.
3641,Baptized,17327,
3641,Baptized,17328,
3641,Baptized,17329,
3641,Godmother,17330,María Tubajubi was the godmother for Rosa.
3642,Priest,3074,
3642,Godfather,3566,
3642,Godmother,3567,
3642,Father,9245,
3642,Mother,9246,
3642,Baptized,9435,
3643,Priest,3074,
3643,Proxy for Godfather,3559,
3643,Godmother,3567,
3643,Mother,3756,
3643,Baptized,9436,
3643,Father,9437,
3643,Godfather,9438,
3644,Priest,3074,
3644,Deceased,9439,
3645,Priest,3074,
3645,Deceased,9440,
3645,Poseedora,9441,
3646,Priest,3074,
3646,Patrón,3559,
3646,Deceased,9442,
3647,Priest,3074,
3647,Deceased,9443,
3648,Priest,3074,
3648,Patróna,9246,
3648,Deceased,9444,
3649,Priest,3074,
3649,Patróna,3343,
3649,Deceased,9445,
3650,Priest,3074,
3650,Deceased,9446,
3651,Priest,3074,
3651,Poseedora,6258,
3651,Deceased,9447,
3652,Priest,3074,
3652,Deceased,3944,
3653,Priest,3074,
3653,Patróna,3264,
3653,Deceased,9448,
3654,Priest,3074,
3654,Father of Deceased,3791,
3654,Deceased,9449,
3655,Priest,3074,
3655,Deceased,9450,
3656,Priest,3074,
3656,Deceased,9451,
3657,Priest,3074,
3657,Deceased,9452,
3657,Wife of Deceased,9453,
3658,Priest,3786,
3658,Deceased,9454,
3659,Officiating Priest,2578,
3659,Father of Deceased,3559,
3659,Mother of Deceased,3560,
3659,Recording Priest,3786,
3659,Deceased,9455,
3660,Priest,3786,
3660,Deceased,9457,
3660,Husband of Deceased,9458,
3661,Priest,3786,
3661,Deceased,9459,
3661,Father of Deceased,9460,
3662,Patrón of the father of the deceased,471,
3662,Father of Deceased,1238,
3662,Patróna de Tarasco y Adan,3548,
3662,Priest,3786,
3662,Probable Husband of Deceased,5525,
3662,Leader of the attack,7419,
3662,Husband of Deceased Rosa Valenzuela,9290,
3662,Father of the deceased Zelaya children,9318,
3662,Deceased,9462,
3662,Deceased,9463,
3662,Deceased,9464,
3662,Deceased,9465,
3662,Deceased,9466,
3662,Deceased,9467,
3662,Deceased,9468,
3662,Deceased,9469,
3662,Deceased,9470,
3662,Deceased,9471,
3662,Deceased,9472,
3662,Deceased,9473,
3662,Deceased,9474,
3662,Deceased,9475,
3662,Deceased,9476,
3662,Deceased,9477,
3662,Deceased,9478,
3662,Deceased,9479,
3662,Deceased,9480,
3662,Deceased,9481,
3662,Deceased,9482,
3662,Deceased,9483,
3662,Deceased,9484,
3662,Deceased,9485,
3662,Deceased,9486,
3662,Deceased,9487,
3662,Deceased,9488,
3662,Deceased,9489,
3662,Deceased,9490,
3662,Deceased,9491,
3662,Deceased,9492,
3662,Husband of Deceased Pascuala,9493,
3662,Husband of Deceased Helena,9494,
3662,Father of Deceased,9495,
3662,Mother of Deceased,9496,
3662,Leader of the attack,9506,
3663,Husband of Deceased,1238,
3663,Priest,3786,
3663,Deceased,9497,
3664,Godfather,1238,
3664,Priest,3074,
3664,Godmother,3567,
3664,Father,9318,
3664,Mother,9319,
3664,Baptized,9498,
3665,Priest,3074,
3665,Father,9318,
3665,Mother,9319,
3665,Baptized,9499,
3665,Godfather,9500,
3665,Godmother,26293,
3666,Priest,937,
3666,Mother,9478,
3666,Father,9493,
3666,Baptized,9502,
3666,Godfather,9503,
3666,Godmother,9504,
3667,Priest,3074,
3667,Godmother,3756,
3667,Father,9318,
3667,Mother,9319,
3667,Godfather,9437,
3667,Baptized,9507,
3668,Godfather,782,
3668,Father,1238,
3668,Priest,3419,
3668,Mother,9497,
3668,Baptized,9508,
3668,Godmother,9509,
3669,Priest,3786,
3669,Godmother,9246,
3669,Father,9318,
3669,Mother,9319,
3669,Baptized,9465,
3669,Godfather,9510,
3670,Priest,81,
3670,Godmother,493,
3670,Godfather,1097,
3670,Baptized,9511,
3670,Father,9512,
3670,Mother,9513,
3671,Father of Deceased,704,
3671,Deceased,1197,
3671,Mother of Deceased,1198,
3671,Priest,3074,
3672,Priest,3074,
3672,Baptized,9515,
3672,Baptized,9516,
3672,Father,9517,
3672,Mother,9518,
3673,Godfather,1028,
3673,Officiating Priest,1250,
3673,Godmother,2443,
3673,Recording Priest,3074,
3673,Baptized,9519,
3673,Father,9520,
3673,Mother,9521,
3674,Officiating Priest,1250,
3674,Recording Priest,3074,
3674,Baptized,9522,
3675,Father of the Groom,2171,
3675,Priest,2579,
3675,Husband,5777,
3675,Wife,5778,
3675,Mother of the Groom,7034,
3675,Father of the Bride,9523,
3675,Motherof the Bride,9524,
3675,Witness,9525,
3675,Witness,9526,
3676,Priest,2579,
3676,Mother of the Groom,5779,
3676,Husband,5822,
3676,Father of the Bride,5915,
3676,Mother of the Bride,5916,
3676,Witness,5924,
3676,Wife,9427,
3676,Father of the Groom,9527,
3676,Witness,9528,
3677,Priest,2578,
3677,Deceased,9529,
3677,Wife of Deceased,9530,
3678,Priest,2578,
3678,Witness,5927,
3678,Wife,9530,
3678,Husband,9531,
3678,Father of the Groom,9532,
3678,Mother of the Groom,9533,
3678,Witness,9534,
3678,Witness,9535,
3679,Priest,2578,
3679,Father of the Groom,5915,
3679,Mother of the Groom,5916,
3679,Father of the Bride,5919,
3679,Witness,5926,
3679,Witness,8319,
3679,Mother of the bride,8570,
3679,Husband,9536,
3679,Wife,9537,
3679,Witness,9538,
3680,Priest,2714,
3680,Baptized,9415,
3680,Father,9539,
3680,Mother,9540,
3680,Godfather,9541,
3680,Godmother,9542,
3681,Priest,2714,
3681,Baptized,9544,
3681,Father,9545,
3681,Mother,9546,
3681,Godfather,9548,
3681,Godmother,9549,
3682,Priest,2714,
3682,Father,8675,
3682,Mother,8676,
3682,Godfather,9550,
3682,Baptized,9552,
3683,Priest,3074,
3683,Deceased,9553,
3684,Priest,3074,
3684,Husband of Deceased,5154,
3684,Deceased,7035,
3685,Priest,937,
3685,Deceased,9554,
3685,Father of Deceased,9555,
3686,Priest,3786,
3686,Deceased,9556,
3687,Priest,3074,
3687,Mother,9563,
3687,Baptized,9564,
3687,Godfather,9569,
3687,Godmother,9570,
3688,Godfather,1238,
3688,Priest,3074,
3688,Mother,9566,
3688,Father,9567,
3688,Baptized,9568,
3688,Godmother,9571,
3689,Priest,3074,
3689,Godmother,3275,
3689,Father,6223,
3689,Mother,6224,
3689,Baptized,9574,
3689,Godfather,9575,
3690,Priest,3074,
3690,Godmother,3614,
3690,Baptized,6709,
3690,Father,9096,
3690,Mother,9210,
3690,Godfather,9584,
3691,Priest,937,
3691,Godfather,9226,
3691,Godmother,9227,
3691,Baptized,9585,
3691,Mother,9586,
3691,Father,9587,
3692,Priest,2714,
3692,Father,9411,
3692,Mother,9412,
3692,Baptized,9588,
3692,Godfather,9589,
3693,Priest,2555,
3693,Baptized,9590,
3693,Father,9592,
3693,Mother,9593,
3693,Godmother,9594,
3694,Priest,2714,
3694,Baptized,9596,
3694,Godfather,9597,
3695,Priest,2714,
3695,Godfather,9597,
3695,Baptized,9598,
3695,Father,9599,
3695,Mother,9600,
3696,Priest,2555,
3696,Baptized,9420,
3696,Mother,9421,
3696,Father,9422,
3697,Priest,784,
3697,Godmother,986,
3698,Priest,784,
3698,Godmother,3186,
3698,Godfather,5406,
3698,Baptized,9602,
3698,Father,9603,
3698,Mother,9604,
3699,Priest,3030,
3699,Godfather,3182,
3699,Father,6782,
3699,Godmother,8536,
3699,Baptized,9606,
3699,Mother,9607,
3700,Priest,784,
3700,Father,3182,
3700,Godfather,6782,
3700,Mother,8536,
3700,Godmother,9607,
3700,Baptized,9608,
3701,Priest,542,
3701,Baptized,9609,
3701,Father,9610,
3701,Mother,9611,
3701,Godfather,9612,
3701,Godmother,9613,
3702,Recording Priest,5390,
3702,Father,6774,
3702,Mother,8519,
3702,Officiating Priest,9614,
3702,Baptized,9615,
3702,Godfather,9616,
3702,Godmother,9617,
3703,Father of the Bride,1229,
3703,Notary Public,1247,
3703,Witness,1672,
3703,Wife,3186,
3703,Witness,3700,
3703,Recording Priest,5398,
3703,Officiating Priest,9618,
3703,Husband,9619,
3703,Father of the Groom,9620,
3703,Mother of the Groom,9621,
3703,Mother of the Bride,9622,
3703,Witness,9623,
3703,Witness,9624,
3703,Witness,9625,
3704,Baptized,1229,
3704,Priest,9626,
3704,Father,9627,
3704,Mother,9628,
3704,Godfather,9629,
3704,Godmother,9630,
3705,Priest,542,
3705,Recorder,1247,
3705,Godmother,1673,
3705,Baptized,9631,
3706,Priest,542,
3706,Recorder,1247,
3706,Godfather,5428,
3706,Godmother,6681,
3706,Baptized,9632,
3707,Priest,81,
3707,Godfather,5428,
3707,Baptized,9633,
3708,Priest and Godfather,81,
3708,Godmother,661,
3708,Baptized,9634,
3709,Priest,81,
3709,Godfather,1672,
3709,Baptized,9635,
3710,Godmother,4289,
3710,Priest,5390,
3710,Baptized,9636,
3710,Father,9637,
3710,Mother,9638,
3710,Godfather,9639,
3711,Priest,5390,
3711,Poseedor,6774,
3711,Baptized,9640,
3711,Godfather,9641,
3712,Priest,5390,
3712,Maternal Grandfather,5406,
3712,Godfather,6774,
3712,Godmother,8519,
3712,Baptized,9642,
3712,Father,9643,
3712,Mother,9645,
3712,Paternal Grandfather,9646,
3712,Paternal Grandmother,9648,
3712,Maternal Grandmother,9649,
3713,Priest,2557,
3713,Deceased,9644,
3713,Wife of Deceased,9647,
3714,Priest,2557,
3714,Husband of Deceased,9644,
3714,Deceased,9647,
3715,Priest,2557,
3715,Deceased,9650,
3716,Priest,2557,
3716,Deceased,9651,
3716,Husband of Deceased,9652,
3717,Priest,5390,
3717,Maternal Grandfather,5406,
3717,Father,9643,
3717,Mother,9645,
3717,Paternal Grandfather,9646,
3717,Paternal Grandmother,9648,
3717,Maternal Grandmother,9649,
3717,Baptized,9653,
3717,Father of the Maternal Grandmother,9663,
3717,Mother of Maternal Grandmother,9664,
3717,Godfather,9667,
3717,Godmother,9668,
3719,Priest,2557,
3719,Deceased,9654,
3720,Priest,2557,
3720,Deceased,9655,
3721,Priest,2557,
3721,Deceased,9656,
3721,Wife of Deceased,9657,
3722,Priest,2557,
3722,Deceased,9658,
3723,Priest,2557,
3723,Deceased,9659,
3723,Husband of Deceased,9660,
3723,Deceased,9661,
3723,Deceased,9662,
3724,Priest,2557,
3724,Deceased,9665,
3724,Husband of Deceased,9666,
3725,Priest,2557,
3725,Deceased,9672,
3725,Husband of Deceased,9673,
3726,Proxy Godfather,3434,
3726,Priest,5390,
3726,Maternal Grandfather,5406,
3726,Godmother,8523,
3726,Father,9643,
3726,Mother,9645,
3726,Paternal Grandfather,9646,
3726,Paternal Grandmother,9648,
3726,Maternal Grandmother,9649,
3726,Baptized,9669,
3726,Godfather,9670,
3727,Priest,1262,
3727,Deceased,4545,
