Event_ID,Relationship,Personal_ID,Notes
5,Baptized,8,
5,Mother,10,
5,Godmother,11,
5,Priest,16,
6,Baptized,12,
6,Father,13,
6,Mother,14,
6,Godfather,15,
6,Priest,16,
7,Priest,16,
7,Baptized,17,
7,Father,18,
7,Mother,19,
7,Godmother,20,
8,Priest,16,
8,Baptized,21,
8,Father,22,
8,Mother,23,
8,Godfather,38,
9,Priest,16,
9,Baptized,25,
9,Father,26,
9,Mother,27,
9,Godfather,28,
10,Godfather,15,
10,Priest,16,
10,Baptized,29,
10,Father,30,
10,Mother,31,
10,Godmother,32,
11,Priest,16,
11,Baptized,33,
11,Father,34,
11,Mother,35,
11,Godmother,36,
12,Priest,16,
12,Baptized,37,
12,Godfather,38,
12,Godmother,151,
13,Priest,16,
13,Baptized,40,
13,Father,41,
13,Mother,42,
13,Godfather,43,
14,Priest,16,
14,Baptized,44,
14,Father,45,
14,Mother,46,
14,Godmother,47,
15,Priest,16,
15,Baptized,48,
15,Father,49,
15,Mother,50,
15,Godmother,51,
16,Priest,16,
16,Father,49,
16,Mother,50,
16,Baptized,52,
16,Godmother,55,
17,Priest,16,
17,Father,49,
17,Mother,50,
17,Baptized,56,
17,Godmother,57,
18,Priest,16,
18,Baptized,58,
18,Father,59,
18,Mother,60,
18,Godfather,61,
19,Priest,16,
19,Godmother,36,
19,Baptized,62,
19,Father,63,
19,Mother,64,
19,Godfather,65,
20,Priest,16,
20,Baptized,67,
20,Father,68,
20,Mother,69,
20,Godfather,70,
21,Priest,16,
21,Godfather,38,Listed as Mayordomo in event #21 only
21,Baptized,71,
21,Father,72,
21,Mother,73,
22,Priest,16,
22,Father,72,
22,Mother,73,
22,Baptized,75,
23,Baptized,76,
23,Father,77,
23,Mother,78,
23,Godfather,79,
23,Godmother,80,
23,Priest,81,"Though his residence was at Soamca, he administered San Xavier and Guevavi in the absence of a priest at either of those sites."
24,Priest,81,
24,Baptized,82,
24,Father,83,
24,Mother,84,
24,Godfather,85,
24,Godmother,86,
25,Priest,16,
25,Baptized,87,
25,Mother,88,
25,Godfather,89,
26,Priest,16,
26,Baptized,90,
26,Father,91,
26,Mother,92,
26,Godfather,93,
27,Priest,16,
27,Baptized,94,
27,Mother,96,
27,Godfather,97,
27,Godmother,98,
27,Father,497,
28,Baptized,99,
28,Godfather,100,
29,Priest,81,
29,Baptized,101,
29,Father,102,
29,Mother,103,
29,Godfather,104,
29,Godmother,105,
30,Priest,16,
30,Baptized,106,
30,Father,107,
30,Mother,108,
30,Godfather,109,
31,Priest,16,
31,Baptized,110,
31,Father,111,
31,Mother,112,
31,Godfather,113,
32,Priest,16,
32,Baptized,114,
32,Father,115,
32,Mother,116,
32,Godfather,117,
32,Godmother,118,
33,Priest,16,
33,Baptized,119,
33,Father,120,
33,Mother,121,
33,Godmother,122,
34,Priest,16,
34,Baptized,123,
34,Father,124,
34,Mother,125,
34,Godmother,126,
35,Priest,16,
35,Godfather,70,
35,Baptized,127,
35,Father,128,
35,Mother,129,
36,Priest,16,
36,Baptized,130,
36,Father,131,
36,Mother,132,
36,Godfather,133,
37,Priest,16,
37,Baptized,134,
37,Father,135,
37,Mother,136,
37,Godfather,137,
37,Godmother,138,
38,Priest,16,
38,Baptized,139,
38,Father,140,
38,Mother,141,
38,Godfather,142,
39,Priest,16,
39,Baptized,143,
39,Father,144,
39,Mother,145,
39,Godfather,146,
40,Priest,16,
40,Baptized,147,
40,Father,148,
40,Mother,149,
40,Godfather,150,
40,Godmother,151,
41,Priest,16,
41,Baptized,152,
41,Godfather,153,
42,Priest,16,
42,Baptized,154,
42,Father,155,
42,Mother,156,
42,Godfather,157,
43,Priest,16,
43,Father,155,
43,Mother,156,
43,Baptized,158,
43,Godfather,159,
44,Godfather,15,
44,Priest,16,
44,Baptized,160,
44,Father,161,
44,Mother,162,
45,Priest,16,
45,Baptized,164,
45,Godmother,165,
46,Priest,16,
46,Godfather,113,
46,Baptized,166,
47,Priest,16,
47,Baptized,168,
47,Father,169,
47,Mother,170,
47,Godfather,282,
48,Priest,16,
48,Baptized,172,
48,Father,173,
48,Mother,174,
48,Godfather,175,
48,Godmother,176,
49,Priest,16,
49,Husband,175,
49,Wife,176,
50,Priest,16,
50,Baptized,177,
50,Father,178,
50,Mother,179,
50,Godmother,181,
50,Godfather,204,
51,Priest,16,
51,Baptized,182,
51,Father,183,
51,Mother,184,
51,Godmother,185,
52,Priest,16,
52,Baptized,186,
52,Father,187,
52,Mother,188,
52,Godmother,189,
53,Godfather,15,
53,Priest,16,
53,Father,187,
53,Mother,188,
53,Baptized,190,
55,Priest,16,
55,Baptized,191,
55,Father,192,
55,Mother,193,
55,Godfather,282,
56,Priest,16,
56,Godfather,104,
56,Baptized,194,
56,Father,195,
56,Mother,196,
57,Husband,197,
57,Wife,198,
57,Witness,199,
57,Witness,200,
57,Priest,201,
58,Priest,201,
58,Husband,202,
58,Wife,203,
58,Witness,204,
58,Witness,205,
59,Priest,201,
59,Witness,204,
59,Husband,206,
59,Wife,207,
59,Witness,209,
60,Priest,201,
60,Witness,209,
60,Husband,210,
60,Wife,211,
60,Witness,212,
61,Priest,201,
61,Witness,209,
61,Witness,212,
61,Husband,280,
61,Wife,281,
62,Wife,138,
62,Priest,201,
62,Husband,282,
62,Witness,284,
62,Witness,285,
63,Husband,115,
63,Wife,116,
63,Priest,201,
63,Witness,286,
63,Witness,287,
64,Priest,201,
64,Husband,288,
64,Wife,289,
64,Witness,290,
64,Witness,919,
65,Priest,201,
65,Witness,209,
65,Witness,212,
65,Husband,292,
65,Wife,293,
66,Priest,201,
66,Witness,204,
66,Witness,212,
66,Husband,294,
66,Wife,295,
67,Priest,201,
67,Husband,296,
67,Wife,297,
67,Witness,298,
67,Witness,299,
68,Husband,70,
68,Priest,201,
68,Witness,204,
68,Wife,301,
68,Witness,483,
69,Witness,15,
69,Priest,201,
69,Husband,303,
69,Wife,304,
69,Witness,305,
70,Priest,16,
70,Witness,38,
70,Witness,117,
70,Godfather,137,
70,Witness,305,
70,Husband,306,
70,Wife,307,
70,Godmother,308,
70,Witness,309,
70,Witness,310,
71,Priest,16,
71,Witness,70,
71,Husband,311,
71,Wife,312,
71,Godfather,313,
71,Godmother,314,
71,Witness,315,
71,Witness,316,
72,Priest,16,
72,Witness,38,
72,Husband,317,
72,Wife,318,
72,Godfather,319,
72,Godmother,320,
72,Witness,321,
72,Witness,322,
73,Priest,16,
73,Witness,38,
73,Witness,321,
73,Witness,322,
73,Husband,323,
73,Wife,324,
73,Godfather,325,
73,Godmother,326,
74,Godfather,38,
74,Witness,70,
74,Witness,313,
74,Witness,316,
74,Husband,327,
74,Wife,328,
74,Godmother,329,
75,Priest,16,
75,Witness,38,
75,Husband,330,
75,Wife,331,
75,Godfather / Witness,332,
75,Godmother / Witness,333,
75,Witness,335,
75,Witness,919,
76,Priest,16,
76,Witness,306,
76,Husband,336,
76,Wife,337,
76,Godfather,338,
76,Godmother,339,
76,Witness,340,
77,Priest,16,
77,Husband of the Godmother,133,
77,Wife,342,
77,Godfather; Witness,343,
77,Godmother; Witness,344,
77,Husband,919,
78,Priest,16,
78,Godfather,319,
78,Husband,345,
78,Wife,346,
78,Godmother,347,
79,Priest,81,
79,Husband,348,
79,Wife,349,
79,Witness,350,
79,Witness,351,
80,Priest,81,
80,Witness,350,
80,Witness,351,
80,Husband,352,
80,Wife,353,
81,Priest,81,
81,Witness,104,
81,Husband,354,
81,Wife,355,
81,Witness,356,
82,Priest,16,
82,Godfather,321,
82,Husband,357,
82,Wife,358,
82,Godmother,359,
83,Priest,16,
83,Witness,204,
83,Husband,360,
83,Wife,361,
83,Godmother,363,
84,Priest,16,
84,Witness,133,
84,Witness,204,
84,Husband,364,
84,Wife,365,
84,Godfather,366,
84,Godmother,367,
84,Witness,919,
85,Witness,15,
85,Priest,16,
85,Wife,55,
85,Godfather,113,
85,Husband,338,
85,Godmother,369,
85,Witness,919,
86,Witness,15,
86,Husband,366,
86,Wife,370,
86,Godfather,371,
86,Godmother,372,
86,Witness,919,
87,Witness,15,
87,Priest,16,
87,Husband,373,
87,Wife,374,
87,Godfather,375,
87,Witness,919,
88,Witness,15,
88,Priest,16,
88,Godmother,181,
88,Godfather,204,
88,Husband,376,
88,Wife,377,
88,Witness,919,
89,Godfather,15,
89,Priest,16,
89,Husband,379,
89,Wife,380,
89,Witness,919,
90,Witness,15,
90,Priest,16,
90,Wife,382,
90,Witness,919,
90,Husband,1282,
91,Witness,15,
91,Priest,16,
91,Husband,383,
91,Wife,384,
91,Godmother,385,
91,Witness,919,
92,Priest,16,
92,Husband,388,
92,Wife,389,
92,Witness,390,
92,Witness,391,
92,Witness,392,
92,Witness,393,
93,Witness,15,
93,Priest,16,
93,Godfather,282,
93,Husband,386,
93,Wife,387,
93,Witness,919,
94,Priest,16,
94,Witness,390,
94,Witness,391,
94,Witness,392,
94,Witness,393,
94,Husband,394,
94,Wife,395,
95,Priest,16,
95,Witness,390,
95,Witness,391,
95,Witness,392,
95,Witness,393,
95,Baptized,394,
96,Priest,16,
96,Witness,390,
96,Witness,391,
96,Witness,392,
96,Witness,393,
96,Baptized,395,
97,Priest,16,
97,Witness,390,
97,Witness,391,
97,Witness,392,
97,Witness,393,
97,Husband,396,
97,Wife,397,
98,Priest,16,
98,Witness,390,
98,Witness,391,
98,Witness,392,
98,Witness,393,
98,Husband,398,
98,Wife,399,
99,Priest,16,
99,Witness,390,
99,Witness,391,
99,Witness,392,
99,Witness,393,
99,Husband,400,
99,Wife,401,
100,Priest,16,
100,Witness,390,
100,Witness,391,
100,Witness,392,
100,Witness,393,
100,Husband,402,
100,Wife,403,
101,Priest,16,
101,Witness,390,
101,Witness,391,
101,Witness,392,
101,Witness,393,
101,Husband,404,
101,Wife,405,
101,Witness,410,
102,Priest,16,
102,Witness,390,
102,Witness,391,
102,Witness,392,
102,Witness,393,
102,Husband,406,
102,Wife,407,
103,Priest,16,
103,Husband,408,
103,Wife,409,
103,Witness,410,
103,Witness,411,
104,Priest,16,
104,Witness,410,
104,Witness,411,
104,Husband,412,
104,Wife,413,
105,Priest,16,
105,Witness,410,
105,Witness,411,
105,Husband,414,
105,Wife,415,
106,Priest,16,
106,Witness,410,
106,Witness,411,
106,Husband,416,
106,Wife,417,
107,Priest,16,
107,Witness,410,
107,Witness,411,
107,Husband,418,
107,Wife,419,
108,Priest,16,
108,Witness,390,
108,Witness,391,
108,Husband,420,
108,Wife,421,
109,Priest,16,
109,Witness,391,
109,Husband,422,
109,Wife,423,
109,Witness,424,
110,Priest,16,
110,Witness,391,
110,Witness,424,
110,Husband,425,
110,Wife,426,
111,Priest,16,
111,Witness,391,
111,Witness,424,
111,Husband,427,
111,Wife,428,
112,Priest,16,
112,Witness,390,
112,Godfather,424,
112,Wife,429,
112,Godmother,430,
112,Witness,431,
112,Husband,2697,
113,Priest,16,
113,Baptized,432,
113,Mother,433,
113,Godfather,434,
114,Priest,16,
114,Baptized,435,
114,Father,436,
114,Mother,437,
114,Godfather,438,
115,Priest,16,
115,Godfather,70,
115,Father,436,
115,Mother,437,
115,Baptized,439,
116,Priest,16,
116,Baptized,441,
116,Father,442,
116,Mother,443,
116,Godfather,444,
117,Priest,16,
117,Baptized,445,
117,Mother,446,
117,Godmother,447,
118,Priest,16,
118,Baptized,448,
118,Father,449,
118,Mother,450,
118,Godmother,451,
119,Priest,16,
119,Baptized,452,
119,Mother,453,
119,Godfather,454,
120,Priest,16,
120,Baptized,455,
120,Father,456,
120,Mother,457,
120,Godfather,458,
121,Priest,16,
121,Baptized,459,
121,Father,460,
121,Mother,461,
121,Godfather,462,
122,Priest,16,
122,Baptized,463,
122,Father,464,
122,Mother,465,
122,Godfather,1099,
122,Godmother,1100,
123,Priest,16,
123,Baptized,468,
123,Father,469,
123,Mother,470,
123,Godfather,471,
123,Godmother,472,
124,Godmother,103,
124,Baptized,473,
124,Priest,474,
124,Father,475,
124,Mother,476,
125,Priest,474,
125,Baptized,478,
125,Father,479,
125,Mother,480,
125,Godfather,481,
126,Priest,474,
126,Father,479,
126,Mother,480,
126,Baptized,482,
126,Godfather,483,
127,Priest,474,
127,Baptized,484,
127,Father,485,
127,Mother,486,
127,Godfather,487,
128,Priest,474,
128,Godfather,483,
128,Father,485,
128,Mother,486,
128,Baptized,488,
129,Priest,474,
129,Baptized,489,
129,Father,490,
129,Mother,491,
129,Godfather,492,
129,Godmother,493,
130,Father,100,
130,Priest,474,
130,Baptized,494,
130,Mother,496,
130,Godfather,497,
130,Godmother,498,
131,Priest,474,
131,Baptized,499,
131,Father,500,
131,Mother,501,
131,Godfather,502,
132,Godfather,100,
132,Priest,474,
132,Baptized,503,
132,Father,504,
132,Mother,505,
133,Priest,474,
133,Baptized,506,
133,Father,507,
133,Mother,508,
133,Godfather,509,
134,Godfather,15,
134,Priest,474,
134,Baptized,510,
134,Father,511,
134,Mother,512,
135,Priest,16,
135,Witness,350,
135,Husband,513,
135,Wife,514,
135,Godfather,515,
135,Godmother,516,
136,Priest,81,
136,Witness,515,
136,Husband,517,
136,Witness,519,
136,Wife,990,
137,Priest,81,
137,Husband,520,
137,Wife,521,
137,Witness,522,
137,Witness,523,
138,Priest,81,
138,Husband,524,
138,Wife,525,
138,Witness,623,
138,Witness,2441,
139,Priest,81,
139,Husband,528,
139,Wife,529,
139,Witness,530,
139,Witness,531,
140,Priest,81,
140,Witness,354,
140,Witness,355,
140,Husband,532,
140,Wife,1209,
141,Husband,534,
141,Wife,535,
141,Witness,536,
141,Witness,537,
141,Priest,542,
142,Husband,538,
142,Wife,539,
142,Witness,540,
142,Witness,541,
142,Priest,542,
143,Priest,542,
143,Husband,543,
143,Wife,544,
143,Witness,545,
143,Witness,546,
144,Priest,542,
144,Husband,547,
144,Wife,548,
144,Witness,549,
144,Witness,550,
145,Priest,542,
145,Husband,551,
145,Wife,552,
145,Witness,553,
145,Witness,554,
146,Priest,542,
146,Husband,555,
146,Wife,556,
146,Witness,557,
146,Witness,558,
147,Priest,542,
147,Husband,559,
147,Wife,560,
147,Witness,561,
147,Witness,562,
148,Witness,531,
148,Priest,542,
148,Husband,563,
148,Wife,564,
148,Witness,565,
149,Witness,536,
149,Priest,542,
149,Husband,566,
149,Wife,567,
149,Witness,919,
150,Witness,157,
150,Priest,542,
150,Husband,568,
150,Wife,569,
150,Witness,570,
151,Witness,391,
151,Priest,542,
151,Husband,571,
151,Wife,572,
151,Witness,919,
152,Priest,542,
152,Witness,570,
152,Husband,574,
152,Wife,575,
152,Witness,576,
153,Husband,325,
153,Priest,542,
153,Wife,577,
153,Witness,578,
153,Witness,579,
154,Witness,391,
154,Priest,542,
154,Witness,570,
154,Husband,580,
154,Wife,581,
155,Priest,542,
155,Witness,570,
155,Husband,583,
155,Wife,584,
155,Witness,919,
156,Witness,391,
156,Witness,536,
156,Priest,542,
156,Husband,586,
156,Wife,587,
157,Witness,157,
157,Priest,542,
157,Husband,588,
157,Wife,589,
157,Witness,919,
158,Priest,542,
158,Husband,590,
158,Wife,591,
158,Witness,592,
158,Witness,919,
159,Witness,151,
159,Priest,542,
159,Husband,636,
159,Witness,3059,
159,Wife,4101,
160,Witness,536,
160,Priest,542,
160,Husband,597,
160,Wife,598,
160,Witness,919,
161,Witness,536,
161,Priest,542,
161,Wife,600,
161,Witness,919,
161,Husband,4646,
162,Witness,536,
162,Priest,542,
162,Husband,601,
162,Wife,602,
162,Witness,919,
163,Witness,536,
163,Husband,603,
163,Wife,604,
163,Witness,919,
164,Priest,542,
164,Wife,606,
164,Witness,607,
164,Witness,608,
164,Husband,1148,
165,Witness,350,
165,Witness,471,
165,Priest,542,
165,Husband,609,
165,Wife,610,
166,Witness,350,
166,Witness,471,
166,Priest,542,
166,Husband,611,
166,Wife,612,
167,Priest,542,
167,Husband,613,
167,Wife,614,
167,Witness,658,
167,Witness,919,
168,Witness,515,
168,Priest,542,
168,Husband,616,
168,Wife,617,
168,Witness,618,
169,Wife,353,
169,Witness,514,
169,Priest,542,
169,Husband,619,
169,Witness,620,
170,Priest,542,
170,Husband,621,
170,Wife,622,
170,Witness,623,
170,Witness,624,
171,Priest,542,
171,Husband,625,
171,Wife,626,
171,Witness,627,
171,Witness,658,
172,Priest,542,
172,Husband,629,
172,Wife,630,
172,Witness,919,
172,Witness,4172,
173,Priest,542,
173,Witness,627,
173,Husband,632,
173,Wife,633,
173,Witness,658,
174,Witness,350,
174,Priest,542,
174,Husband,634,
174,Wife,635,
174,Witness,636,
175,Witness,350,
175,Priest,542,
175,Witness,636,
175,Husband,637,
175,Wife,638,
176,Witness,350,
176,Priest,542,
176,Witness,636,
176,Husband,639,
176,Wife,640,
177,Witness,350,
177,Priest,542,
177,Witness,636,
177,Husband,641,
177,Wife,642,
178,Witness,350,
178,Priest,542,
178,Witness,636,
178,Husband,643,
178,Wife,644,
179,Witness,350,
179,Priest,542,
179,Witness,636,
179,Husband,645,
179,Wife,646,
180,Witness,350,
180,Priest,542,
180,Witness,636,
180,Husband,647,
180,Wife,648,
181,Witness,350,
181,Priest,542,
181,Witness,636,
181,Husband,4328,
181,Wife,4329,
183,Priest,542,
183,Witness,636,
183,Witness,651,
183,Husband,652,
183,Wife,653,
184,Priest,542,
184,Witness,636,
184,Witness,651,
184,Husband,654,
184,Wife,655,
185,Priest,542,
185,Witness,636,
185,Witness,651,
185,Husband,656,
185,Wife,657,
186,Priest,81,
186,Husband,658,
186,Wife,659,
186,Witness,660,"This person is listed as ""Francisco Xavier Gil Robles"" in this event."
186,Witness,661,
187,Priest,81,
187,Witness,350,
187,Husband,662,
187,Wife,663,
187,Witness,664,
188,Priest,81,
188,Husband,627,
188,Witness,660,"This person is listed as ""Francisco Gil Robles"" in this event."
188,Witness,661,
188,Wife,4423,
189,Priest,542,
189,Witness,658,
189,Husband,665,
189,Wife,666,
189,Witness,919,
190,Priest,542,
190,Husband,667,
190,Wife,668,
190,Witness,669,
190,Witness,919,
191,Priest,542,
191,Witness,658,
191,Husband,670,
191,Wife,671,
191,Patrona de Michaela Ritta,1136,
191,Patron de Santiago Marrusso,1247,
191,Witness,4422,
192,Witness,536,
192,Priest,542,
192,Husband,673,
192,Wife,674,
192,Witness,675,
193,Priest,542,
193,Husband,676,
193,Wife,677,
193,Witness,678,
193,Witness,679,
194,Witness,536,
194,Priest,542,
194,Husband,680,
194,Wife,681,
194,Witness,919,
195,Priest,542,
195,Witness,658,
195,Witness,679,
195,Husband,682,
195,Wife,683,
196,Witness,159,
196,Priest,542,
196,Witness,679,
196,Husband,684,
196,Wife,685,
197,Priest,542,
197,Witness,658,
197,Husband,686,
197,Wife,687,
197,Witness,688,
198,Priest,542,
198,Witness,658,
198,Husband,689,
198,Wife,690,
198,Witness,919,
199,Priest,542,
199,Witness,679,
199,Husband,691,
199,Wife,692,
199,Witness,776,
200,Priest,542,
200,Witness,627,
200,Husband,694,
200,Wife,695,
200,Witness,697,
201,Priest,542,
201,Husband,698,
201,Wife,699,
201,Witness,700,
201,Witness,701,
202,Priest,542,
202,Witness,698,
202,Witness,699,
202,Husband,700,
202,Wife,701,
203,Witness,536,
203,Priest,542,
203,Husband,679,
203,Wife,703,
203,Witness,919,
204,Priest,542,
204,Witness,704,
204,Husband,705,
204,Wife,706,
204,Witness,919,
205,Priest,542,
205,Witness,704,
205,Husband,707,
205,Wife,708,
205,Witness,919,
206,Priest,542,
206,Witness,704,
206,Husband,709,
206,Wife,710,
206,Witness,919,
207,Priest,542,
207,Witness,704,
207,Husband,711,
207,Wife,712,
207,Witness,919,
208,Priest,542,
208,Witness,704,
208,Husband,713,
208,Wife,714,
208,Witness,919,
209,Priest,542,
209,Witness,704,
209,Husband,715,
209,Wife,716,
209,Witness,919,
210,Witness,536,
210,Priest,542,
210,Husband,717,
210,Wife,718,
210,Witness,919,
211,Witness,536,
211,Priest,542,
211,Husband,719,
211,Wife,720,
211,Witness,919,
212,Witness,536,
212,Priest,542,
212,Husband,721,
212,Wife,722,
212,Witness,919,
213,Witness,536,
213,Priest,542,
213,Husband,723,
213,Wife,724,
213,Witness,919,
214,Priest,542,
214,Husband,725,
214,Wife,726,
214,Witness,727,
214,Witness,728,
215,Priest,542,
215,Witness,727,
215,Witness,728,
215,Husband,729,
215,Wife,730,
216,Priest,542,
216,Witness,727,
216,Witness,728,
216,Husband,731,
216,Wife,732,
217,Priest,542,
217,Witness,727,
217,Witness,728,
217,Husband,733,
217,Wife,734,
218,Priest,542,
218,Witness,658,
218,Witness,679,
218,Husband,735,
218,Wife,736,
219,Priest,542,
219,Witness,658,
219,Husband,737,
219,Wife,738,
219,Witness,739,
220,Priest,542,
220,Witness,742,
220,Witness,743,
220,Wife,1650,
220,Husband,1651,
221,Witness,159,
221,Priest,542,
221,Wife,589,
221,Witness,679,
221,Husband,922,
222,Witness,159,
222,Priest,542,
222,Husband,746,
222,Wife,747,
222,Witness,748,
223,Priest,542,
223,Husband,749,
223,Wife,750,
223,Witness,751,
223,Witness,752,
224,Priest,542,
224,Witness,751,
224,Witness,752,
224,Husband,753,
224,Wife,754,
225,Priest,542,
225,Witness,751,
225,Witness,752,
225,Husband,755,
225,Wife,756,
226,Priest,542,
226,Wife,659,
226,Husband,679,
226,Witness,758,
226,Witness,759,
227,Priest,542,
227,Witness,679,
227,Husband,727,
227,Wife,761,
227,Witness,919,
228,Priest,542,
228,Witness,679,
228,Husband,762,
228,Wife,763,
228,Witness,765,
229,Priest,542,
229,Witness,679,
229,Witness,765,
229,Husband,766,
229,Wife,767,
230,Priest,542,
230,Witness,679,
230,Witness,765,
230,Husband,768,
230,Wife,769,
231,Priest,542,
231,Witness,679,
231,Witness,765,
231,Husband,770,
231,Wife,771,
232,Priest,542,
232,Witness,679,
232,Husband,772,
232,Wife,773,
232,Witness,919,
233,Witness,159,
233,Priest,542,
233,Husband,774,
233,Wife,775,
233,Witness,776,
234,Witness,350,
234,Priest,542,
234,Witness,627,
234,Husband,777,
234,Wife,778,
235,Witness,159,
235,Priest,542,
235,Witness,627,
235,Husband,779,
235,Wife,780,
236,Wife,151,
236,Priest,542,
236,Witness,783,
236,Witness,919,
236,Husband,2149,
237,Witness,159,
237,Witness,679,
237,Priest,784,
237,Husband,785,
237,Wife,786,
238,Witness,159,
238,Priest,542,
238,Husband,787,
238,Wife,788,
238,Witness,919,
239,Witness,159,
239,Priest,542,
239,Husband,789,
239,Wife,790,
239,Witness,919,
240,Witness,159,
240,Witness,483,
240,Priest,784,
240,Husband,791,
240,Wife,792,
241,Priest,542,
241,Husband,793,
241,Wife,794,
241,Witness,795,
241,Witness,796,
242,Priest,542,
242,Husband,797,
242,Wife,798,
243,Priest,542,
243,Witness,751,
243,Husband,799,
243,Wife,800,
243,Witness,801,
244,Witness,350,
244,Priest,542,
244,Husband,802,
244,Wife,803,
244,Witness,804,
245,Priest,542,
245,Husband,805,
245,Wife,806,
245,Witness,807,
245,Witness,808,
246,Witness,159,
246,Priest,542,
246,Witness,679,
246,Husband,809,
246,Wife,810,
247,Priest,542,
247,Witness,679,
247,Husband,811,
247,Wife,812,
247,Witness,813,
248,Priest,542,
248,Witness,679,
248,Witness,801,
248,Husband,814,
248,Wife,815,
249,Priest,542,
249,Witness,679,
249,Husband,816,
249,Wife,817,
249,Witness,919,
250,Witness,679,
250,Husband,818,
250,Wife,819,
250,Witness,919,
251,Priest,542,
251,Witness,679,
251,Husband,820,
251,Wife,821,
251,Witness,919,
252,Priest,542,
252,Witness,636,
252,Witness,751,
252,Husband,822,
252,Wife,823,
253,Priest,542,
253,Witness,636,
253,Witness,751,
253,Husband,824,
253,Wife,825,
254,Priest,542,
254,Witness,636,
254,Witness,751,
254,Husband,826,
254,Wife,827,
255,Priest,542,
255,Witness,636,
255,Witness,751,
255,Husband,828,
255,Wife,829,
256,Witness,159,
256,Priest,542,
256,Witness,679,
256,Husband,830,
256,Wife,831,
257,Witness,159,
257,Priest,542,
257,Witness,679,
257,Husband,832,
257,Wife,833,
258,Witness,159,
258,Priest,542,
258,Witness,679,
258,Husband,834,
258,Wife,835,
259,Witness,159,
259,Priest,542,
259,Witness,679,
259,Husband,836,
259,Wife,837,
260,Witness,159,
260,Priest,542,
260,Witness,679,
260,Wife,788,
260,Husband,838,
261,Witness,350,
261,Priest,542,
261,Witness,627,
261,Wife,840,
261,Husband,965,
262,Witness,350,
262,Priest,542,
262,Witness,627,
262,Husband,782,
262,Wife,841,
263,Priest,542,
263,Witness,679,
263,Husband,796,
263,Wife,843,
263,Witness,919,
264,Priest,542,
264,Witness,679,
264,Husband,844,
264,Wife,845,
264,Witness,919,
265,Witness,536,
265,Priest,542,
265,Witness,679,
265,Husband,846,
265,Wife,847,
266,Witness,536,
266,Priest,542,
266,Husband,848,
266,Wife,849,
266,Witness,850,
267,Priest,542,
267,Witness,679,
267,Husband,851,
267,Wife,852,
267,Witness,853,
268,Priest,542,
268,Witness,679,
268,Husband,854,
268,Wife,855,
268,Witness,856,
269,Priest,542,
269,Wife,690,
269,Witness,758,
269,Husband,762,
269,Witness,859,
270,Priest,542,
270,Husband,729,
270,Witness,758,
270,Witness,859,
270,Wife,861,
271,Priest,542,
271,Witness,758,
271,Witness,859,
271,Husband,862,
271,Wife,863,
272,Priest,542,
272,Witness,758,
272,Witness,859,
272,Husband,864,
272,Wife,865,
273,Priest,542,
273,Witness,758,
273,Witness,859,
273,Husband,866,
273,Wife,867,
274,Priest,542,
274,Witness,758,
274,Witness,859,
274,Husband,868,
274,Wife,869,
275,Priest,542,
275,Witness,758,
275,Witness,859,
275,Husband,870,
275,Wife,871,
276,Priest,542,
276,Witness,758,
276,Witness,859,
276,Husband,872,
276,Wife,873,
277,Priest,542,
277,Witness,758,
277,Witness,859,
277,Husband,874,
277,Wife,875,
278,Witness,153,
278,Priest,542,
278,Husband,876,
278,Wife,877,
278,Witness,878,
279,Witness,153,
279,Priest,542,
279,Witness,878,
279,Husband,879,
279,Wife,880,
280,Priest,542,
280,Witness,679,
280,Wife,881,
280,Husband,882,
280,Witness,919,
281,Priest,542,
281,Husband,883,
281,Wife,884,
281,Witness,885,
281,Witness,886,
282,Priest,542,
282,Witness,885,
282,Witness,886,
282,Husband,887,
282,Wife,888,
283,Priest,542,
283,Witness,885,
283,Witness,886,
283,Husband,889,
283,Wife,890,
284,Priest,542,
284,Witness,885,
284,,886,
284,Husband,891,
284,Wife,892,
285,Witness,96,
285,Priest,542,
285,Witness,758,
285,Husband,894,
285,Wife,895,
286,Husband,536,
286,Priest,542,
286,Wife,896,
287,Priest,542,
287,Husband,897,
287,Wife,898,
288,Priest,542,
288,Witness,758,
288,Husband,899,
288,Wife,900,
288,Witness,901,
289,Priest,542,
289,Witness,758,
289,Witness,901,
289,Husband,902,
289,Wife,903,
290,Priest,542,
290,Witness,758,
290,Witness,901,
290,Husband,904,
290,Wife,6809,
291,Priest,542,
291,Witness,758,
291,Witness,901,
291,Husband,906,
291,Wife,907,
292,Priest,542,
292,Witness,758,
292,Witness,901,
292,Husband,908,
292,Wife,909,
293,Priest,542,
293,Witness,758,
293,Witness,901,
293,Husband,910,
293,Wife,911,
294,Priest,542,
294,Witness,758,
294,Witness,901,
294,Husband,912,
294,Wife,913,
295,Priest,542,
295,Witness,783,
295,Husband,914,
295,Wife,915,
295,Witness,916,
296,Priest,542,
296,Witness,679,
296,Husband,917,
296,Wife,918,
296,Witness,919,
297,Priest,542,
297,Witness,679,
297,Witness,919,
297,Husband,920,
297,Wife,921,
298,Priest,542,
298,Witness,679,
298,Husband,922,
298,Wife,923,
298,Witness,6509,
299,Priest,542,
299,Witness,679,
299,Husband,925,
299,Wife,926,
299,Witness,6509,
300,Priest,542,
300,Witness,885,
300,Witness,919,
300,Husband,927,
300,Wife,928,
301,Priest,542,
301,Witness,679,
